# coding: utf-8
# 用户词库
# 与系统词条重码时居后，如想居前，请把词条放到flypy_top.txt文件内
# 
# 编码格式：字词+Tab符+编码（用户词库本身有重码则还需后面+Tab符+权重，权重大者居前，权重数字随意）
#
#    -------- 强调一下 --------
# 
#   词条和编码之间的不是空格，而是Tab符
#   按住键盘 G 键，切换到功能键盘，使用上面的Tab键
# 
#    -------------------------------
# 
# 系统次选词放在flypy_sys.txt文件内，可修改删除
# 简词补全放本文件内，不需要可删除
# 用户词库，下行开始添加，编码格式见上，部署后生效

# 全码词
任职	rfvi
韧性	rfxk
若是	roui
乳汁	ruvi
入眼	ruyj
扫货	scho
私信	sixb
司仪	siyi
散布	sjbu
三维	sjww
缩编	sobm
索贿	sohv
所幸	soxk
算出	sriu
算术	sruu
俗世	suui
随即	svji
叨扰	tcrc
抬高	tdgc
特制	tevi
剔除	tiiu
体制	tivi
体温	tiwf
毯子	tjzi
停播	tkbo
跳高	tngc
跳空	tnks
条约	tnyt
拖鞋	toxp
童话	tshx
同城	tsig
通气	tsqi
同事	tsui
腿部	tvbu
推导	tvdc
退费	tvfw
偷窥	tzkv
投降	tzxl
傻了	uale
涉及	ueji
赊账	uevh
深化	ufhx
神坛	uftj
身姿	ufzi
剩菜	ugcd
升幅	ugfu
生化	ughx
生姜	ugjl
生理	ugli
声明	ugmk
上场	uhih
使馆	uigr
使坏	uihk
闪亮	ujll
说道	uodc
书摊	uutj
书信	uuxb
水利	uvli
水文	uvwf
收到	uzdc
收工	uzgs
收货	uzho
收集	uzji
受理	uzli
手拿	uzna
手下	uzxx
照办	vcbj
着凉	vcll
朝霞	vcxx
债券	vdqr
宅子	vdzi
哲理	veli
正途	vgtu
只管	vigr
值钱	viqm
质问	viwf
战线	vjxm
撞车	vlie
转圜	vrhr
转头	vrtz
专项	vrxl
专研	vryj
仲裁	vscd
终点	vsdm
重力	vsli
忠实	vsui
中心	vsxb
主体	vuti
注释	vuui
坠毁	vvhv
皱起	vzqi
外接	wdjp
外壳	wdke
外貌	wdmc
外甥	wdug
文殊	wfuu
蚊子	wfzi
王八	whba
王后	whhz
旺季	whji
往上	whuh
王者	whve
网友	whyz
晚了	wjle
玩转	wjvr
玩意	wjyi
微风	wwfg
心算	xbsr
幸好	xkhc
行程	xkig
性急	xkji
醒了	xkle
兴致	xkvi
想必	xlbi
享福	xlfu
相连	xllm
象棋	xlqi
相思	xlsi
相通	xlts
巷子	xlzi
消化	xnhx
泄漏	xplz
雄起	xsqi
兄长	xsvh
雄伟	xsww
续保	xubc
虚实	xuui
下蛋	xxdj
药店	ycdm
钥匙	ycui
阉割	yjge
严厉	yjli
远离	yrli
油锅	yzgo
杂质	zavi
造反	zcfj
造就	zcjq
糟了	zcle
早起	zcqi
宰客	zdke
字符	zifu
自贡	zigs
资深	ziuf
资讯	zixy
作假	zojx
做了	zole
踪迹	zsji
宗旨	zsvi
纵向	zsxl
纵有	zsyz
阻止	zuvi
走近	zzjb
彩蛋	cddj
过渡	godu
好吗	hcma
何时	heui
哪边	nabm
哪次	naci
哪点	nadm
哪儿	naer
哪个	nage
哪里	nali
哪天	natm
哪种	navs
哪位	naww
哪些	naxp
哪样	nayh
倒是	dcui
登陆	dglu
低效	dixn
胆子	djzi
反查	fjia
高速	gcsu
高效	gcxn
国情	goqk
官网	grwh
活着	hove
话费	hxfw
超卖	icmd
卖点	mddm
卖家	mdjx
卖票	mdpn
卖主	mdvu
命名	mkmk
每期	mwqi
没人	mwrf
赏赐	uhci
谁知	uvvi
稳健	wfjm
拥护	yshu
宗师	zsui
按理	anli
黯然	anrj
暗自	anzi
五笔	wubi
座位	zoww
李镕	lirs
妥妥当当	ttdd
博而不精	bebj
白日飞升	brfu
不着边际	bvbj
嘟嘟囔囔	ddnn
分门别类	fmbl
飞扬跋扈	fybh
隔岸观火	gagh
高屋建瓴	gwjl
花繁叶茂	hfym
金发碧眼	jfby
将功补过	jgbg
将计就计	jjjj
济济一堂	jjyt
迷迷糊糊	mmhh
美若天仙	mrtx
卖主求荣	mvqr
破破烂烂	ppll
千娇百媚	qjbm
人欢马叫	rhmj
扰人清梦	rrqm
条条框框	ttkk
甜甜蜜蜜	ttmm
头痛欲裂	ttyl
首当其冲	udqi
深情厚谊	uqhy
时日无多	urwd
食色性也	usxy
生死攸关	usyg
我必犯人	wbfr
为期不远	wqby
万丈深渊	wvuy
毋庸讳言	wyhy
霞光万道	xgwd
有法必依	yfby
一飞冲天	yfit
一清二白	yqeb
一物降一物	ywxw
余情未了	yqwl
自毁长城	zhii
自取其辱	zqqr
在情在理	zqzl
百思不得其解	bsbj
狗咬吕洞宾	gylb
横挑鼻子竖挑眼	htby
回头一笑百媚生	htyu
吃香的喝辣的	ixdd
临时抱佛脚	lubj
摸着石头过河	mvuh
十年生死两茫茫	unum
睁只眼闭只眼	vvyy
无规矩不成方圆	wgjy
香港中文大学	xgvx
一个天上一个地下	ygtx
一亩三分地	ymsd
一年之计在于春	ynvi
远亲不如近邻	yqbl
一朝权在手	yvqu
一问三不知	ywsv
艾尔	aier	9
俺不	anbu	9
按个	ange	9
安贫乐道	anpbledc	9
安全技术	anqrjiuu	9
安全培训	anqrpwxy	9
安全期	anqrqi	9
安全生产工作	anqrugijgszo	9
安全生产年	anqrugijnm	9
安全生产条例	anqrugijtnli	9
暗色	anse	9
暗示	anui	9
吧我	bawo	9
百度百科	bddubdke	9
百公里	bdgsli	9
白河	bdhe	9
拜托	bdto	9
办公室主任	bjgsuivurf	9
伴娘	bjnl	9
版权	bjqr	9
半庄	bjvl	9
帮帮	bhbh	9
棒棒哒	bhbhda	9
棒子	bhzi	9
报来	bcld	9
暴露	bclu	9
报章	bcvh	9
爆竹安全	bcvuanqr	9
暴走	bczz	9
背包	bwbc	9
备份到	bwffdc	9
背面	bwmm	9
备注一下	bwvuyixx	9
笔记本上	bijibfuh	9
笔尖	bijm	9
比较复杂	bijnfuza	9
比较会	bijnhv	9
比较晚	bijnwj	9
比如在	biruzd	9
比如这个	biruvege	9
毕设	biue	9
比她	bita	9
变量名	bmllmk	9
表白	bnbd	9
表达量降低	bndalljldi	9
表单	bndj	9
标准版	bnvybj	9
别吃	bpii	9
别弄	bpns	9
别人说	bprfuo	9
并不需要	bkbuxuyc	9
丙烯酰胺	bkxixman	9
薄荷	bohe	9
博物馆奇妙夜	bowugrqimnye	9
补充一下	buisyixx	9
不纯	buiy	9
不单单	budjdj	9
不定	budk	9
不服气	bufuqi	9
不负责	bufuze	9
不喝酒	buhejq	9
不划算	buhxsr	9
不会说	buhvuo	9
不会呀	buhvya	9
不加	bujx	9
部件	bujm	9
不进	bujb	9
不可以有	bukeyiyz	9
不联系	bulmxi	9
部落守卫战	bulouzwwvj	9
不卖	bumd	9
不能比	bungbi	9
不能说话	bunguohx	9
不去死	buqusi	9
不适用	buuiys	9
不太合适	butdheui	9
部位	buww	9
不文明	buwfmk	9
卜祥	buxl	9
不想聊	buxlln	9
不想要	buxlyc	9
不行吧	buxkba	9
不行吗	buxkma	9
不要让我	buycrhwo	9
不要太	buyctd	9
不要学我	buycxtwo	9
不依赖于	buyildyu	9
不在我	buzdwo	9
不找	buvc	9
不着急	buvcji	9
不知不觉	buvibujt	9
不知道有没有	buvidcyzmwyz	9
菜鸡	cdji	9
裁决	cdjt	9
彩色	cdse	9
才睡	cduv	9
猜我	cdwo	9
财务	cdwu	9
蔡云	cdyy	9
参观	cjgr	9
草稿	ccgc	9
测量	cell	9
层次	cgci	9
差别不大	iabpbuda	9
差不多大	iabudoda	9
茶几子	iajizi	9
差一点	iayidm	9
拆分	idff	9
颤抖	ijdz	9
长春	ihiy	9
尝试一下	ihuiyixx	9
常数	ihuu	9
超多	icdo	9
晨读计划	ifdujihx	9
沉默	ifmo	9
陈述	ifuu	9
城府	igfu	9
成年	ignm	9
承诺书	ignouu	9
呈现	igxm	9
程庄	igvl	9
宠物	iswu	9
初稿	iugc	9
出牌	iupd	9
初三	iusj	9
出售	iuuz	9
出头	iutz	9
出校	iuxn	9
穿点	irdm	9
穿高跟鞋	irgcgfxp	9
此处	ciiu	9
伺候	cihz	9
此时	ciui	9
从未	csww	9
从现在开始	csxmzdkdui	9
从一个	csyige	9
摧毁	cvhv	9
催眠	cvmm	9
存在一些	cyzdyixp	9
大巴	daba	9
大不	dabu	9
大厂	daih	9
大车	daie	9
达到要求	dadcycqq	9
打底	dadi	9
打给我	dagwwo	9
打灰机	dahvji	9
大检查	dajmia	9
打酱油	dajlyz	9
大街上	dajpuh	9
大舅	dajq	9
大卡	daka	9
大老爷们	dalcyemf	9
大连	dalm	9
大龙	dals	9
大门	damf	9
打钱	daqm	9
大容量	darsll	9
大月氏	darzvi	9
大师	daui	9
大蒜	dasr	9
代处理器	ddiuliqi	9
带坏	ddhk	9
代码块	ddmakk	9
戴上	dduh	9
代收款	dduzkr	9
呆着	ddve	9
带走	ddzz	9
单单	djdj	9
单行	djhh	9
单一	djyi	9
单引号	djybhc	9
当兵	dhbk	9
当缓存	dhhrcy	9
当面	dhmm	9
挡泥板	dhnibj	9
当心我	dhxbwo	9
倒不如	dcburu	9
稻草人	dcccrf	9
捣蛋鹅	dcdjee	9
到南京	dcnjjk	9
到这个	dcvege	9
登不上	dgbuuh	9
邓小平	dgxnpk	9
第二遍	dierbm	9
地皮	dipi	9
第五天	diwutm	9
电厂	dmih	9
电话汇报	dmhxhvbc	9
电力	dmli	9
典礼	dmli	9
电量	dmll	9
电器	dmqi	9
电源风扇	dmyrfguj	9
电子产品	dmziijpb	9
掉到	dndc	9
掉价	dnjx	9
吊兰	dnlj	9
吊样	dnyh	9
钓鱼	dnyu	9
顶层	dkcg	9
腚腚	dkdk	9
钉钉	dkdk	9
定位手机	dkwwuzji	9
丁真	dkvf	9
东北大学浑南	dsbwdaxthynj	9
动静	dsjk	9
东京	dsjk	9
东南亚	dsnjya	9
东王楼村	dswhlzcy	9
都不理我	dzbuliwo	9
都不需要	dzbuxuyc	9
都不一定	dzbuyidk	9
都不一样	dzbuyiyh	9
都带	dzdd	9
都跑	dzpc	9
都在家	dzzdjx	9
都找不到	dzvcbudc	9
督导组	dudczu	9
杜绝	dujt	9
断电	drdm	9
对门	dvmf	9
队伍教育	dvwujnyu	9
对象编程	dvxlbmig	9
对照组	dvvczu	9
多拨	dobo	9
多个视频	dogeuipb	9
多吗	doma	9
多买	domd	9
多牛	donq	9
多钱	doqm	9
多少年	doucnm	9
多少呀	doucya	9
多月	doyt	9
俄罗斯	eelosi	9
恩波	enbo	9
恩浩	enhc	9
二级考试	erjikcui	9
而言	eryj	9
发达国家	fadagojx	9
发短信	fadrxb	9
发骚	fasc	9
法实施	fauiui	9
发条	fatn	9
发现一个	faxmyige	9
发小	faxn	9
法学	faxt	9
法学院	faxtyr	9
发一个	fayige	9
发音	fayb	9
发照片	favcpm	9
法制宣传	favixrir	9
范畴	fjiz	9
番番	fjfj	9
贩子	fjzi	9
方差分析	fhiaffxi	9
放开	fhkd	9
方框	fhkl	9
防水胶	fhuvjn	9
访问内网	fhwfnwwh	9
访问群晖	fhwfqyhv	9
访问速度	fhwfsudu	9
房屋租赁	fhwuzulb	9
放一个	fhyige	9
非法拘禁	fwfajujb	9
费钱	fwqm	9
粉刺	ffci	9
分词	ffci	9
分号	ffhc	9
粉末状	ffmovl	9
分手吧	ffuzba	9
分享率	ffxllv	9
分心	ffxb	9
分左右	ffzoyz	9
丰富	fgfu	9
风冷	fglg	9
丰县丰县	fgxmfgxm	9
风险区	fgxmqu	9
丰县政法	fgxmvgfa	9
风衣	fgyi	9
风云决	fgyyjt	9
副厂	fuih	9
复仇者	fuizve	9
付出	fuiu	9
附带	fudd	9
福利	fuli	9
富婆	fupo	9
副市长	fuuivh	9
副书记	fuuuji	9
该公司	gdgssi	9
盖上	gduh	9
赶不上	gjbuuh	9
干完	gjwj	9
干一天	gjyitm	9
肝脏	gjzh	9
刚吃	ghii	9
刚吃过饭	ghiigofj	9
刚看	ghkj	9
纲要	ghyc	9
刚在	ghzd	9
高书记	gcuuji	9
高速我	gcsuwo	9
高位	gcww	9
高源	gcyr	9
高坠	gcvv	9
高坠事故	gcvvuigu	9
个别	gebp	9
个电话	gedmhx	9
个儿	geer	9
哥来	geld	9
个老	gelc	9
隔离点	gelidm	9
各人	gerf	9
个腿	getv	9
个我	gewo	9
个叶子	geyezi	9
个左右	gezoyz	9
给点	gwdm	9
给买	gwmd	9
给我爸	gwwoba	9
给我发一张	gwwofayivh	9
跟他们	gftamf	9
跟我聊天	gfwolntm	9
更大	ggda	9
更合适	ggheui	9
更快	ggkk	9
更新后	ggxbhz	9
公共课	gsgske	9
公平	gspk	9
公司法	gssifa	9
贡献	gsxm	9
公钥	gsyc	9
工艺	gsyi	9
共有	gsyz	9
公众	gsvs	9
工作制度	gszovidu	9
狗狗	gzgz	9
狗一样	gzyiyh	9
勾引男人	gzybnjrf	9
估计估计	gujiguji	9
孤家寡人	gujxgxrf	9
古墓丽影崛起	gumuliykjtqi	9
股权转让	guqrvrrh	9
骨头	gutz	9
挂电话	gxdmhx	9
挂名	gxmk	9
挂着	gxve	9
怪怪	gkgk	9
观测	grce	9
官湖人	grhurf	9
关机睡觉	grjiuvjn	9
关键我	grjmwo	9
管理员权限	grliyrqrxm	9
管用	grys	9
管制	grvi	9
光大银行	gldaybhh	9
光镜	gljk	9
柜子	gvzi	9
滚动	gyds	9
过分	goff	9
国家标准	gojxbnvy	9
国家线	gojxxm	9
过江	gojl	9
过奖	gojl	9
国内外	gonwwd	9
郭油坊	goyzfh	9
海豹	hdbc	9
还不用	hdbuys	9
还穿	hdir	9
还大	hdda	9
还害羞	hdhdxq	9
还没看完	hdmwkjwj	9
还剩	hdug	9
还推我	hdtvwo	9
还喜欢	hdxihr	9
还要考试	hdyckcui	9
还有好多	hdyzhcdo	9
还有其他	hdyzqita	9
还有啥	hdyzua	9
还在看	hdzdkj	9
憨比	hjbi	9
喊乎	hjhu	9
韩剧	hjju	9
瀚霆	hjtk	9
汉语	hjyu	9
航拍	hhpd	9
好就行	hcjqxk	9
好看不	hckjbu	9
好来	hcld	9
好冷	hclg	9
好使	hcui	9
好在	hczd	9
和参数	hecjuu	9
和调查	hednia	9
贺兰	helj	9
荷兰	helj	9
和邻居	helbju	9
和普通	heputs	9
和微信	hewwxb	9
和我说	hewouo	9
和医学院	heyixtyr	9
黑蛋	hwdj	9
黑客	hwke	9
很棒	hfbh	9
很长时间	hfihuijm	9
很短	hfdr	9
很好地	hfhcde	9
很好奇	hfhcqi	9
很想	hfxl	9
很早	hfzc	9
横竖	hguu	9
宏定义	hsdkyi	9
宏基	hsji	9
哄人	hsrf	9
后背	hzbw	9
厚道	hzdc	9
厚点	hzdm	9
猴急猴急	hzjihzji	9
后面会	hzmmhv	9
蝴蝶	hudp	9
胡侃	hukj	9
胡闹厨房	hunciufh	9
琥珀酸	huposr	9
划掉	hxdn	9
华鼎	hxdk	9
话可以	hxkeyi	9
华南理工大学	hxnjligsdaxt	9
花炮	hxpc	9
化学品	hxxtpb	9
换号	hrhc	9
黄酒	hljq	9
黄楼村	hllzcy	9
黄色	hlse	9
黄山	hluj	9
回家吧	hvjxba	9
会卡住	hvkavu	9
回来啦	hvldla	9
回我	hvwo	9
混匀	hyyy	9
货车	hoie	9
活在	hozd	9
火灾隐患	hozdybhr	9
或者在	hovezd	9
火烛鬼	hovugv	9
基本原理	jibfyrli	9
几遍	jibm	9
季度	jidu	9
激光	jigl	9
寄过去	jigoqu	9
技嘉	jijx	9
既来之则安之	jildvizeanvi	9
极品	jipb	9
记事本	jiuibf	9
计算机专业	jisrjivrye	9
几下	jixx	9
机箱风扇	jixlfguj	9
级研究生	jiyjjqug	9
季庄季庄	jivljivl	9
季庄宋楼	jivlsslz	9
加不	jxbu	9
加大	jxda	9
加点	jxdm	9
假积极	jxjiji	9
家里有	jxliyz	9
假冒女团	jxmcnvtr	9
夹杂	jxza	9
加装	jxvl	9
贱吧	jmba	9
检测器	jmceqi	9
见到我	jmdcwo	9
减肥成功	jmfwiggs	9
监管主体	jmgrvuti	9
见见	jmjm	9
健身房	jmuffh	9
建筑模板	jmvumobj	9
奖金	jljb	9
讲述	jluu	9
江苏省公务员	jlsuuggswuyr	9
江苏屹	jlsuyi	9
姜子牙	jlziya	9
叫百度	jnbddu	9
狡辩	jnbm	9
较多	jndo	9
交管网	jngrwh	9
交朋友	jnpgyz	9
教师	jnui	9
叫叔叔	jnuuuu	9
浇水	jnuv	9
交通安全	jntsanqr	9
叫我去	jnwoqu	9
截个图	jpgetu	9
结婚之前	jphyviqm	9
杰克琼斯	jpkeqssi	9
姐们	jpmf	9
节省	jpug	9
接收器	jpuzqi	9
结题答辩	jptidabm	9
解析记录	jpxijilu	9
晋江	jbjl	9
金融	jbrs	9
金属离子	jbuulizi	9
今天该做	jbtmgdzo	9
今天还能	jbtmhdng	9
今天能发	jbtmngfa	9
近些年	jbxpnm	9
禁言	jbyj	9
经管	jkgr	9
经济法学	jkjifaxt	9
经济技术	jkjijiuu	9
经洁	jkjp	9
精力	jkli	9
静音	jkyb	9
精子	jkzi	9
旧版本	jqbjbf	9
就不想	jqbuxl	9
就不需要	jqbuxuyc	9
纠纷调处	jqfftniu	9
就很离谱	jqhflipu	9
就佳俊	jqjxjy	9
就俩	jqlx	9
九零后	jqlkhz	9
就麻烦	jqmafj	9
就偶尔	jqouer	9
就我一个	jqwoyige	9
就一会	jqyihv	9
就一张	jqyivh	9
就这样吧	jqveyhba	9
具备	jubw	9
举行	juxk	9
居中	juvs	9
绝地归来	jtdigvld	9
军训	jyxy	9
凯凯	kdkd	9
凯利	kdli	9
开题报告	kdtibcgc	9
开业	kdye	9
看不起	kjbuqi	9
看车	kjie	9
看到这个	kjdcvege	9
看东西	kjdsxi	9
看谁	kjuw	9
看文献	kjwfxm	9
看着办	kjvebj	9
考研复试	kcyjfuui	9
考研时	kcyjui	9
考研政治	kcyjvgvi	9
可不敢	kebugj	9
可多	kedo	9
克莱斯勒	keldsile	9
刻录软件	kelurrjm	9
克鲁兹	keluzi	9
可能只有	kengviyz	9
科协	kexp	9
可言	keyj	9
科研经历	keyjjkli	9
可以被	keyibw	9
可以和	keyihe	9
可以实现	keyiuixm	9
可以自动	keyizids	9
克制	kevi	9
壳子	kezi	9
肯定不会	kfdkbuhv	9
肯定不能	kfdkbung	9
肯定去	kfdkqu	9
坑爹货	kgdpho	9
恐怖片	ksbupm	9
空值	ksvi	9
口袋里	kzddli	9
酷狗	kugz	9
酷睿低压	kurvdiya	9
跨膜	kxmo	9
夸张吧	kxvhba	9
窥伺	kvsi	9
困就	kyjq	9
困死	kysi	9
拉不出来屎	labuiuldui	9
辣鸡	laji	9
来讲	ldjl	9
来来来	ldldld	9
来拿	ldna	9
来宋楼	ldsslz	9
来一个	ldyige	9
篮板	ljbj	9
兰州	ljvz	9
老不死	lcbusi	9
老虎	lchu	9
老人	lcrf	9
老太太	lctdtd	9
老头子	lctzzi	9
老样子	lcyhzi	9
老姊妹	lczimw	9
李晨	liif	9
李成	liig	9
李德高	lidegc	9
立法	lifa	9
理工科	ligske	9
离家近	lijxjb	9
丽江	lijl	9
李金铎	lijbdo	9
历年	linm	9
李彤彤	litsts	9
狸窝	liwo	9
李宗瑞	lizsrv	9
脸都	lmdz	9
恋家	lmjx	9
联系不上	lmxibuuh	9
联系人	lmxirf	9
联想拯救者	lmxlvgjqve	9
连着	lmve	9
两双	llul	9
凉水	lluv	9
两头	lltz	9
量子	llzi	9
磷酸	lbsr	9
灵敏度	lkmbdu	9
铃声	lkug	9
领域专项	lkyuvrxl	9
刘胜	lqug	9
刘亦为	lqyiww	9
刘元	lqyr	9
刘正	lqvg	9
漏洞	lzds	9
陆波	lubo	9
路子	luzi	9
论述	lyuu	9
裸考	lokc	9
滤波器	lvboqi	9
麻烦一点	mafjyidm	9
妈个蛋	magedj	9
麻利来家	malildjx	9
麻利去吧	maliquba	9
买好	mdhc	9
买手机	mduzji	9
满大街	mjdajp	9
满课	mjke	9
毛病	mcbk	9
冒号	mchc	9
没电话	mwdmhx	9
没吊事	mwdnui	9
没多少	mwdouc	9
没发觉	mwfajt	9
没好	mwhc	9
没回来	mwhvld	9
没救	mwjq	9
没空	mwks	9
没理	mwli	9
没门	mwmf	9
美女吗	mwnvma	9
没上网	mwuhwh	9
没事没事	mwuimwui	9
没有发生	mwyzfaug	9
没有买	mwyzmd	9
没有钱	mwyzqm	9
没有啥	mwyzua	9
没有时间	mwyzuijm	9
民政局	mbvgju	9
明白吗	mkbdma	9
明哥	mkge	9
明年四月	mknmsiyt	9
明天给	mktmgw	9
模型中	moxkvs	9
木马	muma	9
目前身体	muqmufti	9
那本	nabf	9
拿到毕业证	nadcbiyevg	9
拿到手	nadcuz	9
那点工资	nadmgszi	9
那个吗	nagema	9
哪会	nahv	9
那就不要	najqbuyc	9
那句	naju	9
那款	nakr	9
娜娜	nana	9
那妞	nanq	9
那女	nanv	9
纳入	naru	9
那双	naul	9
那套	natc	9
那位	naww	9
那我也	nawoye	9
南边	njbm	9
难吃	njii	9
男方	njfh	9
难搞	njgc	9
男孩儿	njhder	9
南开大学	njkddaxt	9
楠楠	njnj	9
难听	njtk	9
南校区	njxnqu	9
脑子不好	nczibuhc	9
内奸	nwjm	9
能吧	ngba	9
能进	ngjb	9
能看出来	ngkjiuld	9
能卖	ngmd	9
能收到	nguzdc	9
能听到	ngtkdc	9
能用吗	ngysma	9
能正常	ngvgih	9
能做	ngzo	9
昵称	niig	9
尼基塔	nijita	9
年开始	nmkdui	9
您大姐	nbdajp	9
您书记	nbuuji	9
宁宁	nknk	9
牛屄	nqbi	9
扭曲	nqqu	9
弄错	nsco	9
农学	nsxt	9
女方	nvfh	9
女主	nvvu	9
欧元	ouyr	9
拍视频	pduipb	9
潘庙村	pjmncy	9
跑步去	pcbuqu	9
跑去	pcqu	9
跑完步	pcwjbu	9
配对	pwdv	9
配送	pwss	9
配图	pwtu	9
培训讲座	pwxyjlzo	9
片头标题	pmtzbnti	9
嫖娼	pnih	9
拼命	pbmk	9
品质	pbvi	9
平分	pkff	9
平利	pkli	9
婆婆	popo	9
七八个	qibage	9
汽车之家	qiievijx	9
骑马与砍杀	qimayukjua	9
奇葩	qipa	9
气球	qiqq	9
其实和	qiuihe	9
启示录	qiuilu	9
其他地方	qitadifh	9
七位	qiww	9
气温	qiwf	9
企业邮箱	qiyeyzxl	9
起源	qiyr	9
其中一个	qivsyige	9
倩碧	qmbi	9
潜伏	qmfu	9
潜规则	qmgvze	9
前几	qmji	9
前两个	qmllge	9
前两年	qmllnm	9
欠日	qmri	9
签章	qmvh	9
瞧瞧	qnqn	9
清北	qkbw	9
清净	qkjk	9
情况进行	qkkljbxk	9
取决于	qujtyu	9
去问	quwf	9
去香港	quxlgh	9
去学习	quxtxi	9
取样	quyh	9
去用	quys	9
全面屏	qrmmpk	9
全文	qrwf	9
确定以及	qtdkyiji	9
群词云	qyciyy	9
群发	qyfa	9
然而	rjer	9
让去	rhqu	9
热点	redm	9
热闹	renc	9
人话	rfhx	9
人就	rfjq	9
人吗	rfma	9
人那	rfna	9
任三	rfsj	9
认识吧	rfuiba	9
认识吗	rfuima	9
人又	rfyz	9
仍然	rgrj	9
揉都不揉	rzdzburz	9
揉揉	rzrz	9
如果可以	rugokeyi	9
如果能	rugong	9
